temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth
16.53,41,1029.6,0.0,0.0,4.2,14,0,0,527.77,15.99,7.77,16.81,9.87,15.75,10.54,15.48,25.462358,62.14729,203.58869
19.49,53,1016.1,0.0,0.0,100.0,96,100,0,432.54,33.5,208.22,39.83,209.81,34.31,208.18,40.32,9.2277858,45.936395,167.14383
12.84,51,1021.7,0.0,0.0,6.9,23,0,0,0.0,12.98,183.18,21.32,191.69,17.28,180.0,14.4,115.35318,95.983711,59.724443
3.54,49,1030.5,0.0,0.0,39.0,0,39,0,0.0,8.67,221.63,1.94,248.2,12.48,226.17,5.04,67.871695,86.810597,118.54657
10.53,42,1024.9,0.0,0.0,0.0,0,0,0,765.4,17.58,22.89,18.39,23.05,17.11,22.25,21.6,35.788361,30.24208,124.88653
15.07,60,1016.0,0.0,0.0,10.0,2,0,10,483.27,16.56,178.75,17.64,180.0,16.2,180.0,12.24,23.860525,51.88121,149.28896
17.2,65,1016.7,0.0,0.0,100.0,9,0,100,411.18,20.66,311.47,22.83,307.95,20.19,309.94,26.64,65.958381,60.325387,264.5756
31.77,16,1018.0,0.0,0.0,0.0,0,0,0,848.17,14.19,305.71,13.68,305.36,12.6,306.87,12.6,30.569552,20.706892,145.04176
16.42,31,1019.8,0.0,0.0,0.0,0,0,0,693.31,25.31,39.81,27.8,41.33,25.26,40.96,24.48,67.260572,57.201559,269.58255
5.95,75,1029.8,0.0,0.0,8.4,28,0,0,0.0,5.86,227.49,3.32,40.6,10.3,233.53,2.16,67.672936,85.843735,117.7797
18.18,40,1016.4,0.0,0.0,100.0,100,100,0,574.94,9.5,307.3,9.29,305.54,8.44,309.81,21.6,32.600673,34.453298,130.92914
24.72,31,1015.3,0.0,0.0,100.0,0,10,100,883.77,10.14,297.47,10.14,297.47,9.51,299.48,11.16,26.93132,19.194093,189.763
19.07,53,1016.2,0.0,0.0,100.0,28,79,100,579.39,17.87,288.8,18.79,286.7,16.86,286.11,24.48,20.184883,26.061122,188.00609
3.02,98,1036.4,0.0,0.0,29.0,9,29,0,0.0,11.54,176.42,27.0,143.13,17.73,156.04,22.68,69.708423,90.495805,119.94141
9.75,66,1031.1,0.0,0.0,4.5,15,0,0,439.66,21.83,166.65,24.8,166.57,21.75,167.57,19.08,19.592378,63.90347,184.77373
16.83,59,1016.9,0.4,0.0,0.0,0,0,0,639.02,23.41,178.24,25.57,178.39,23.41,178.24,18.72,9.722675,44.472622,166.32674
14.59,80,1017.6,0.0,0.0,4.2,14,0,0,120.15,4.69,327.53,7.86,344.05,4.39,325.01,10.44,72.970613,70.965656,95.379853
9.49,40,1040.0,0.0,0.0,0.0,0,0,0,263.44,2.62,285.95,10.7,312.27,11.46,313.73,6.12,22.415204,64.043501,165.68476
13.89,58,1013.2,0.0,0.0,100.0,100,100,10,243.86,3.32,220.6,4.1,217.87,4.1,217.87,5.76,25.528883,32.0232,215.34498
-2.5,91,1013.0,0.0,0.0,100.0,0,0,100,30.26,34.59,357.61,38.88,359.47,34.94,358.23,46.08,73.72891,76.422767,99.586405
10.72,90,1010.6,0.0,0.0,100.0,0,0,100,53.4,5.77,93.58,6.12,90.0,6.52,96.34,10.44,88.904372,72.909889,73.815052
33.17,18,1015.1,0.0,0.0,12.3,41,0,0,554.47,27.5,226.06,31.57,225.92,28.01,226.04,36.72,79.517289,65.657006,279.74531
23.2,28,1013.6,0.0,0.0,46.0,0,46,10,822.36,11.92,334.98,11.44,335.85,10.97,336.8,22.32,36.570269,38.515568,235.08277
7.33,99,1031.0,0.0,0.0,100.0,100,100,0,0.0,6.61,209.36,2.62,74.05,7.79,213.69,1.44,67.945833,87.015533,118.66272
24.42,32,1019.6,0.0,0.0,0.0,0,0,0,251.87,11.17,181.85,16.6,176.27,10.44,180.0,10.08,76.12523,62.439806,82.041746
-0.57,75,1017.2,0.0,0.0,0.0,0,0,0,118.37,24.93,287.65,26.76,287.22,25.73,287.93,27.0,33.129206,67.498954,150.24586
14.08,48,1019.5,0.0,0.0,100.0,100,100,0,484.16,3.98,275.19,3.96,270.0,3.96,270.0,9.0,44.697202,46.075742,115.81881
19.96,23,1015.7,0.0,0.0,71.0,15,71,0,489.5,14.87,6.95,15.68,9.25,14.62,9.93,16.92,62.773857,65.527545,255.13123
18.98,22,1017.8,0.0,0.0,100.0,100,100,0,631.01,14.59,164.25,15.28,164.98,14.49,165.62,14.76,16.301878,37.400172,158.62895
4.03,55,1012.2,0.0,0.0,35.0,0,0,35,280.35,55.29,12.41,58.69,12.76,54.94,12.49,68.04,61.685696,67.432051,251.84802
12.54,53,1015.6,0.0,0.0,41.0,30,41,0,572.27,27.74,272.23,30.61,271.35,27.0,270.0,35.28,11.67911,54.29228,188.37196
4.04,79,1028.8,0.0,0.0,100.0,0,0,100,228.73,14.9,37.15,16.6,40.6,14.9,37.15,28.8,73.980006,62.968783,85.922032
13.83,54,1017.3,0.0,0.0,100.0,100,100,100,305.27,12.54,219.17,14.29,220.91,13.28,220.6,13.68,38.136958,39.503303,237.29706
5.79,57,1027.3,0.0,0.0,100.0,0,0,100,292.81,40.57,318.96,44.48,320.25,37.61,320.83,47.52,44.561741,64.842425,229.90767
6.66,72,1031.5,0.0,0.0,7.2,24,0,0,259.88,9.09,326.31,10.69,327.38,11.18,326.82,9.36,32.65987,68.893023,152.98228
28.22,25,1015.4,0.0,0.0,0.0,0,0,0,742.26,11.97,248.84,12.1,247.25,11.44,245.85,15.12,39.951505,33.121872,242.69248
28.27,23,1015.2,0.0,0.0,10.0,0,10,0,274.12,12.32,263.29,13.28,257.47,11.87,255.96,15.48,66.904191,54.491456,271.74719
27.69,34,1010.8,0.0,0.0,10.0,0,10,10,764.51,22.91,315.0,23.93,315.0,22.15,315.66,29.16,51.551245,44.453833,256.13443
14.26,58,1012.6,0.0,0.0,100.0,100,100,15,0.0,7.28,8.53,11.61,7.13,9.83,8.43,5.4,100.52939,94.80909,79.901417
18.55,46,1021.7,0.0,0.0,0.0,0,0,0,445.0,7.95,5.19,8.21,15.26,7.86,15.95,8.28,62.407142,50.615493,91.635371
13.48,50,1021.7,0.0,0.0,5.1,17,0,0,55.18,24.39,171.51,38.16,166.36,26.53,172.2,28.08,87.625848,75.571196,78.672636
20.12,33,1026.4,0.0,0.0,0.0,0,0,0,574.05,18.51,13.5,20.08,14.53,18.25,14.86,18.36,62.403582,66.149493,254.03683
0.6,82,1023.2,0.1,0.42,100.0,35,0,100,131.72,31.45,326.67,32.48,328.6,31.06,327.78,40.68,58.798652,65.152482,110.19082
0.51,85,1025.7,0.0,0.0,100.0,71,100,0,0.0,8.67,221.63,9.79,252.9,11.21,222.4,9.0,60.306144,76.024682,118.25238
21.66,54,1008.3,0.0,0.0,10.0,0,0,10,365.79,21.83,193.35,24.63,195.26,21.92,194.26,33.48,62.054766,54.590451,95.964948
21.47,40,1015.3,0.0,0.0,0.0,0,0,0,851.73,11.61,7.13,11.3,9.16,10.95,9.46,11.88,28.800327,21.369974,149.91098
8.82,27,1027.2,0.0,0.0,0.0,0,0,0,66.75,9.45,197.74,10.59,215.31,11.73,197.88,7.92,53.474733,76.06705,128.26888
14.27,59,1027.8,0.0,0.0,0.0,0,0,0,379.14,34.68,170.44,43.99,169.15,33.09,171.87,39.6,25.705657,61.146938,154.75184
15.16,54,1018.4,0.0,0.0,65.0,0,65,0,552.69,33.41,142.88,39.39,143.55,33.48,143.75,42.48,12.744179,55.596306,188.25841
16.48,29,1024.7,0.0,0.0,0.0,0,0,0,637.24,2.19,350.54,1.84,348.69,1.44,360.0,5.04,3.7667248,44.946888,180.51258
1.82,76,1010.2,0.1,0.0,100.0,0,10,100,416.52,13.76,317.12,12.48,316.17,12.23,317.39,15.84,33.396534,67.012071,210.82121
8.95,81,1018.3,0.0,0.0,9.3,31,0,0,59.63,4.9,342.9,9.53,349.11,5.63,333.43,13.68,70.207699,75.053461,103.24613
1.51,80,1035.2,0.0,0.0,0.0,0,0,0,1.78,15.86,177.4,32.47,176.19,22.73,176.37,21.96,45.676492,75.034084,139.09168
7.24,83,1013.6,0.0,0.0,100.0,0,100,100,0.0,2.55,171.87,1.61,63.43,3.26,173.66,1.44,102.69329,83.430397,64.668739
-2.84,87,1019.4,0.0,0.0,0.0,0,0,0,0.0,9.37,182.2,13.63,167.8,10.8,180.0,8.64,74.092551,79.266818,101.84525
8.66,67,1033.3,0.0,0.0,57.0,0,57,10,450.34,20.43,14.28,22.35,14.93,20.87,15.0,23.4,23.542523,64.301741,196.45579
32.68,20,1016.2,0.0,0.0,0.0,0,0,0,832.15,30.47,215.38,33.86,215.04,30.56,214.44,38.52,30.197891,21.381469,144.94378
4.82,94,1019.5,0.0,0.0,37.0,28,0,37,0.0,6.76,334.8,11.97,344.29,6.62,337.62,11.16,101.88218,88.917224,71.933708
24.08,56,1014.1,0.0,0.0,100.0,100,100,0,505.52,23.11,198.15,25.28,199.98,22.77,198.43,25.2,30.099626,40.160273,135.72332
14.31,71,1010.4,0.3,0.0,15.0,0,0,15,270.56,29.9,182.07,35.33,182.92,30.26,182.05,32.4,51.914712,71.606139,234.0489
18.92,27,1023.2,0.0,0.0,0.0,0,0,0,530.44,10.11,175.91,11.18,176.31,10.5,174.09,8.28,25.355079,61.903882,203.71926
9.52,95,1010.7,0.0,0.0,74.0,26,0,74,10.68,19.77,169.51,28.31,168.26,21.25,169.26,21.6,67.852571,80.49039,111.91797
22.08,32,1013.4,0.0,0.0,78.0,21,78,0,545.57,17.45,291.8,17.65,290.28,16.18,290.85,24.12,50.51548,64.300834,238.84056
17.56,35,1018.3,0.0,0.0,0.0,0,0,0,707.55,6.61,150.64,7.24,153.43,6.92,152.1,6.48,12.530382,40.12111,163.45911
18.97,60,1011.2,0.0,0.0,100.0,0,100,33,294.59,18.09,174.29,20.35,166.7,19.3,165.96,26.28,61.856606,50.494161,92.411278
16.73,48,1013.7,0.0,0.0,100.0,100,100,0,308.83,14.28,213.69,16.28,215.1,14.78,214.08,17.28,31.598637,36.40407,132.7752
18.74,30,1016.6,0.0,0.0,0.0,0,0,0,661.27,6.92,351.03,6.13,356.63,6.12,360.0,22.32,66.383076,59.517127,265.9831
4.01,45,1033.4,0.0,0.0,93.0,12,93,0,489.5,19.48,16.09,20.18,15.52,18.95,14.3,29.16,20.814784,61.306367,196.03833
12.63,84,1007.0,0.0,0.0,100.0,0,0,100,80.99,17.28,180.0,21.6,180.0,16.92,180.0,16.2,53.519123,68.530814,120.71295
3.01,74,1034.5,0.0,0.0,57.0,0,0,57,404.95,32.35,317.25,34.95,318.76,30.11,318.88,44.28,15.997445,51.875988,160.67879
17.72,50,1016.4,0.0,0.0,0.0,0,0,0,437.88,12.29,354.96,12.98,356.82,12.25,358.32,8.64,61.125186,50.803697,93.885531
0.74,80,1028.2,0.0,0.0,100.0,0,0,100,224.28,38.75,318.01,45.12,317.91,40.3,318.62,47.52,30.562906,57.538755,143.85347
11.83,37,1012.7,0.0,0.0,100.0,0,0,100,535.78,17.77,276.98,18.42,274.48,16.62,274.97,20.52,12.0087,54.068509,170.33735
17.14,47,1009.1,0.0,0.0,6.9,23,0,2,716.45,22.7,207.38,26.58,208.3,24.48,208.07,25.92,38.183961,28.726445,119.91842
23.13,28,1020.5,0.0,0.0,6.6,22,0,0,724.46,24.5,169.85,27.4,170.17,24.8,170.81,26.64,34.132394,32.118897,128.09508
10.87,44,1021.0,0.0,0.0,1.5,5,0,0,747.6,20.12,26.57,20.93,26.57,19.32,26.57,21.96,35.498563,30.527305,125.46174
18.99,53,1018.5,0.0,0.0,100.0,29,100,0,0.0,15.5,239.26,28.36,246.04,18.36,241.93,31.68,104.05306,85.827431,65.342382
4.33,80,1032.0,0.0,0.0,0.0,0,0,0,0.0,9.5,217.3,4.8,257.01,11.02,218.37,5.76,80.688876,98.246462,112.09008
23.7,19,1016.8,0.0,0.0,82.0,16,82,0,545.57,9.02,241.39,8.71,240.26,8.22,241.19,8.64,25.081149,47.728989,145.39345
24.12,29,1020.7,0.0,0.0,0.0,0,0,0,432.54,3.56,225.0,4.1,217.87,3.83,221.19,5.4,62.752489,50.992925,91.443126
15.04,35,1024.4,0.0,0.0,0.0,0,0,0,692.42,26.49,31.1,28.77,31.7,26.18,31.5,25.56,67.228427,57.332522,269.40279
5.94,89,1018.7,0.0,0.0,100.0,0,100,100,0.0,12.03,308.93,14.4,306.87,12.6,306.87,12.96,113.25051,97.136229,64.057738
29.77,23,1011.2,0.0,0.0,100.0,0,0,100,410.29,16.22,272.54,16.92,268.78,15.84,268.7,20.88,64.070731,58.738721,263.242
11.44,59,1020.7,0.0,0.0,0.0,0,0,0,130.83,4.1,195.26,2.19,170.54,4.45,194.04,1.8,73.803863,69.771985,93.014299
22.28,28,1016.6,0.0,0.0,100.0,13,0,100,517.09,12.23,47.39,12.82,51.84,12.26,49.76,13.32,49.433367,54.696777,245.13667
29.91,16,1020.2,0.0,0.0,100.0,35,100,0,614.99,30.68,211.08,35.76,212.25,31.37,211.87,43.92,34.441377,31.722031,127.51011
33.83,17,1016.2,0.0,0.0,5.7,19,0,0,875.76,27.58,215.97,30.17,215.78,27.58,215.97,37.08,41.226917,32.242166,245.40962
10.53,73,1010.5,0.0,0.0,100.0,100,100,0,367.57,31.57,187.21,38.24,188.66,31.93,187.13,32.76,24.138261,59.170257,204.95828
8.46,83,1017.5,0.0,0.0,0.0,0,0,0,0.0,6.76,244.8,6.19,305.54,7.75,248.2,6.84,116.03059,93.825484,56.273959
8.68,69,1015.1,0.0,0.0,91.0,0,0,91,751.16,21.39,313.64,22.66,314.36,20.62,314.29,24.84,21.738364,28.878774,156.56812
13.0,41,1024.7,0.0,0.0,0.0,0,0,0,353.33,26.16,34.35,30.97,35.54,26.66,34.55,25.56,91.608365,77.030311,285.72136
20.29,28,1020.2,0.0,0.0,0.0,0,0,0,436.1,21.39,313.64,23.69,313.15,20.88,313.6,24.84,65.229758,73.825665,250.89086
15.95,49,1016.8,0.0,0.0,100.0,0,100,0,500.18,34.37,136.27,41.25,136.41,34.9,137.09,44.28,37.85264,64.988207,220.00728
13.78,79,1013.8,0.0,0.0,88.0,0,0,88,290.14,9.01,2.29,9.42,6.58,8.71,7.13,8.28,58.029217,60.225056,106.96541
24.91,41,1012.3,0.0,0.0,10.0,0,0,10,768.07,7.39,46.97,7.99,54.16,7.7,52.59,9.72,26.352139,25.710462,149.09485
15.53,35,1010.3,0.0,0.0,0.0,0,0,0,630.12,9.39,32.47,9.29,35.54,9.29,35.54,8.28,29.623656,42.709983,137.05815
20.52,27,1017.9,0.0,0.0,0.0,0,0,0,645.25,10.95,27.41,10.99,31.61,10.69,32.62,13.32,49.729957,59.083928,242.10933
24.56,23,1010.8,0.0,0.0,2.0,0,0,2,783.2,18.16,219.37,19.68,219.81,18.5,217.09,29.88,20.748681,40.393618,209.72478
19.37,52,1019.3,0.0,0.0,0.0,0,0,0,525.1,10.03,21.04,9.36,22.62,9.23,20.56,7.56,47.659185,44.77851,110.35361
5.48,88,1013.8,0.6,0.0,100.0,0,100,100,195.8,13.28,40.6,13.68,35.36,12.89,35.91,30.96,5.6215541,41.420008,181.48437
20.3,36,1017.2,0.0,0.0,100.0,61,100,0,771.63,13.34,3.09,12.65,4.9,12.29,5.04,12.24,25.217233,30.279787,213.47885
3.69,78,1032.0,0.0,0.0,7.0,14,3,7,302.6,10.23,39.29,10.01,37.69,8.29,34.38,18.72,20.715871,60.908964,163.47942
10.44,48,1012.7,0.0,0.0,10.0,0,0,10,488.61,20.01,149.74,21.79,149.2,19.51,150.12,23.04,75.733306,80.08203,259.67505
18.37,48,1018.8,0.0,0.0,5.1,17,0,0,849.95,13.76,312.88,13.76,312.88,12.73,315.0,15.12,19.886971,26.358074,187.86526
3.71,15,1033.0,0.0,0.0,0.0,0,0,0,20.47,11.57,185.36,17.67,183.5,14.78,182.79,11.52,55.274808,80.193901,130.15475
16.92,45,1013.6,0.0,0.0,100.0,100,100,100,321.29,20.17,214.82,23.19,216.16,20.67,215.07,21.96,20.998307,29.836459,156.9274
7.33,28,1027.3,0.0,0.0,0.0,0,0,0,0.0,11.38,198.43,11.92,208.89,13.21,197.45,9.0,67.607313,85.438786,117.43651
16.72,53,1022.5,0.0,0.0,28.0,9,28,15,372.91,7.7,280.78,7.07,284.74,6.38,286.39,15.48,13.768851,56.833823,188.09381
21.72,42,1016.3,0.0,0.0,0.0,0,0,0,825.03,19.39,21.8,20.0,23.33,18.72,22.62,13.68,27.761169,24.255149,147.40863
20.52,32,1014.1,0.0,0.0,10.0,0,10,10,377.36,14.44,4.29,14.87,6.95,13.85,8.97,17.64,76.720764,74.754664,266.3081
10.38,66,1019.1,0.0,0.0,100.0,100,100,100,440.55,13.71,166.33,15.04,168.96,14.33,168.41,15.12,45.073379,44.780583,114.41893
19.29,31,1017.0,0.0,0.0,100.0,100,100,0,503.74,39.93,154.36,49.44,154.55,40.91,155.01,46.08,35.560279,42.748644,231.94356
27.46,19,1017.9,0.0,0.0,0.0,0,0,0,942.51,23.77,212.01,26.98,211.36,24.88,211.39,31.68,32.178663,22.849865,223.35779
16.79,29,1020.0,0.0,0.0,100.0,100,100,0,720.9,40.6,151.39,48.99,150.99,41.23,151.87,45.36,18.588562,33.276641,157.89119
15.62,75,1015.6,0.0,0.0,27.0,0,27,0,0.0,3.1,54.46,9.36,360.0,3.83,48.81,7.56,103.90423,88.733877,68.777151
11.26,60,1014.2,0.0,0.0,100.0,100,100,0,346.21,6.62,247.62,7.75,248.2,6.95,248.75,12.96,58.807786,56.285707,102.4058
17.4,34,1019.5,0.0,0.0,18.0,13,18,0,242.08,16.2,180.0,20.57,175.99,17.28,180.0,20.88,55.03664,64.795107,115.20257
25.77,26,1011.6,0.0,0.0,1.5,5,0,0,894.45,14.62,308.0,14.98,305.22,13.9,306.57,17.64,30.418182,26.705447,222.38093
24.5,34,1016.4,0.0,0.0,27.6,92,0,0,756.5,10.09,182.05,10.45,181.97,10.09,182.05,10.8,13.614714,32.709264,185.3298
22.08,27,1016.3,0.0,0.0,100.0,12,10,100,254.54,11.75,49.97,12.39,54.46,11.59,53.84,12.24,78.240064,76.186939,267.05894
21.4,24,1011.7,0.0,0.0,8.4,28,0,0,649.7,14.37,292.07,14.0,287.97,12.98,289.44,26.64,49.593196,57.70572,243.01887
13.81,73,1010.5,0.3,0.0,12.0,0,0,12,293.7,28.12,182.94,33.55,183.69,28.12,182.94,30.6,61.648046,77.965194,241.73687
1.91,75,1031.3,0.0,0.0,0.0,0,0,0,184.23,9.83,351.57,9.78,353.66,10.09,357.95,14.4,40.94317,71.007729,141.80009
15.44,45,1019.5,0.0,0.0,0.0,0,0,0,592.74,4.2,120.96,4.69,122.47,4.2,120.96,5.04,26.368975,45.263699,142.62564
7.15,52,1030.2,0.0,0.0,0.0,0,0,0,0.0,6.38,286.39,12.22,346.37,9.01,272.29,17.28,88.269994,85.689773,88.140987
1.3,61,1026.6,0.0,0.0,0.3,1,0,0,272.34,18.2,294.54,18.51,296.57,19.01,294.62,21.24,21.884109,62.98702,164.74744
26.53,26,1019.5,0.0,0.0,1.5,5,0,0,885.55,20.77,188.97,22.31,190.22,20.48,190.12,21.24,22.919356,23.325022,189.20282
17.88,45,1027.2,0.0,0.0,0.0,0,0,0,708.44,16.39,340.77,17.19,340.43,15.83,342.8,19.8,15.360568,39.746773,158.95064
5.34,56,1017.2,0.0,0.0,66.0,100,66,0,14.24,10.01,217.69,13.58,237.99,12.26,220.24,11.52,68.024107,79.837609,111.01724
30.08,19,1018.8,0.0,0.0,0.0,0,0,0,840.16,9.96,319.4,9.79,323.97,9.29,324.46,11.52,17.436577,28.529137,184.22701
6.77,44,1016.7,0.0,0.0,0.0,0,0,0,534.0,12.3,159.44,12.77,158.5,12.43,157.89,9.72,14.217778,44.447837,159.88841
21.57,43,1013.8,0.5,0.0,100.0,100,100,85,263.44,21.25,243.87,29.32,245.32,23.83,243.05,20.88,42.396831,33.029799,247.34345
30.19,23,1011.4,0.0,0.0,0.0,0,0,0,872.2,14.69,342.9,14.35,342.47,13.55,343.01,22.68,38.595815,34.69362,239.73056
8.06,77,1002.1,0.0,0.0,100.0,14,0,100,251.87,48.6,292.2,64.11,292.1,48.93,292.04,73.08,20.285948,60.165007,163.12509
11.88,52,1041.9,0.0,0.0,0.0,0,0,0,367.57,10.16,22.93,11.27,26.57,11.44,28.18,13.32,61.594298,84.485894,234.58905
14.93,41,1033.4,0.0,0.0,7.2,24,6,0,391.6,8.31,175.03,9.83,171.57,9.47,171.25,6.84,20.466558,63.61395,170.13026
30.0,25,1011.1,0.0,0.0,0.0,0,0,0,349.77,19.01,322.7,20.75,321.34,18.72,322.03,21.96,89.769634,76.486782,283.55333
8.12,54,1020.3,0.0,0.0,1.8,6,0,0,387.15,23.58,282.34,26.83,281.61,22.73,280.95,31.32,71.336983,85.314944,248.1504
20.65,52,1024.7,0.0,0.0,0.6,2,0,0,484.16,4.1,37.87,4.33,48.37,4.33,48.37,5.4,38.189993,66.321992,219.151
19.71,45,1017.3,0.0,0.0,0.0,0,0,0,72.98,12.03,218.93,17.53,250.82,12.54,219.17,14.76,90.026198,74.152652,73.491831
17.15,36,1011.2,0.0,0.0,0.0,0,0,0,593.63,16.26,297.7,15.29,296.57,13.85,297.9,23.76,27.321169,43.776118,140.78394
10.71,57,1018.1,0.0,0.0,3.0,10,0,0,327.52,17.41,187.13,18.94,188.75,17.41,187.13,16.2,49.748935,77.712884,224.14947
-0.4,95,1022.3,0.0,0.0,34.0,0,34,7,0.0,22.17,302.4,33.09,300.75,28.09,300.84,29.88,60.466218,77.622885,119.63743
23.9,34,1021.5,0.0,0.0,0.0,0,0,0,784.98,9.16,45.0,9.22,51.34,9.18,48.18,8.64,52.898855,47.87214,255.6076
16.66,54,1016.9,0.0,0.0,100.0,13,100,0,486.83,28.5,176.38,33.53,176.92,28.84,177.14,29.52,12.719614,55.049271,170.56217
12.84,67,1017.3,0.0,0.0,86.0,17,86,16,511.75,16.33,165.96,17.46,165.68,16.33,165.96,15.48,32.856235,23.09637,225.50255
3.74,42,1036.3,0.0,0.0,1.2,4,0,0,490.39,16.64,51.15,18.16,50.63,16.87,50.19,23.4,14.98398,48.85336,160.15391
32.89,17,1017.3,0.0,0.0,0.0,0,0,0,842.83,15.68,211.87,17.17,213.02,16.18,212.28,18.72,30.54502,20.772231,144.99055
20.31,31,1001.8,0.0,0.0,13.5,45,0,0,627.45,49.97,209.34,62.74,209.95,51.09,209.09,74.52,66.220909,59.835872,265.43423
22.3,40,1012.6,0.2,0.0,100.0,100,100,53,171.77,18.92,291.19,24.03,286.53,19.01,288.78,21.24,67.333457,55.254418,271.65456
8.92,61,1029.8,0.0,0.0,0.0,0,0,0,54.29,6.3,300.96,21.17,318.45,8.89,301.76,13.68,73.541152,74.852805,98.32995
4.56,93,1033.3,0.0,0.0,0.0,0,0,0,0.0,16.6,183.73,34.11,172.72,21.27,182.91,28.44,81.917133,96.503626,108.29898
33.96,16,1013.3,0.0,0.0,0.0,0,0,0,702.21,10.08,360.0,10.5,5.91,10.5,5.91,12.24,65.839396,54.465612,270.07548
33.56,17,1014.8,0.0,0.0,0.0,0,0,0,378.25,10.04,14.53,11.17,20.77,10.37,20.32,10.08,91.336649,75.749104,286.72749
7.78,52,1026.8,0.0,0.0,0.0,0,0,0,621.22,15.62,25.97,15.78,27.15,14.66,24.68,20.52,47.434291,40.415426,107.78605
12.86,35,1014.2,0.0,0.0,0.0,0,0,0,381.81,16.95,12.26,18.16,13.76,16.68,13.74,15.12,63.44788,76.15797,246.12027
12.4,33,1032.7,0.0,0.0,0.0,0,0,0,345.32,7.59,31.43,8.29,34.38,8.29,34.38,6.48,62.033585,85.180199,234.45672
15.58,38,1022.4,0.0,0.0,0.0,0,0,0,368.46,9.03,4.57,9.06,6.84,8.76,9.46,9.0,52.466254,76.403809,229.85167
9.05,95,1017.2,0.0,0.0,0.0,0,0,0,0.0,8.89,338.63,18.36,360.0,11.73,342.12,19.8,103.59492,90.130015,70.721605
13.8,61,1015.7,0.2,0.0,51.0,0,51,51,182.45,14.26,259.82,17.73,257.09,15.19,256.29,21.6,37.993954,65.536885,219.66538
29.73,17,1012.8,0.0,0.0,14.7,49,0,0,817.02,21.87,212.91,23.47,212.47,21.37,212.62,47.88,53.444803,42.983116,260.4551
9.21,92,1027.7,0.0,0.0,0.0,0,0,0,0.0,31.21,172.71,47.59,169.54,33.36,173.18,47.52,67.53264,84.81827,116.87719
6.46,66,1024.1,0.0,0.0,6.3,21,0,0,290.14,28.66,168.41,34.6,167.99,28.95,169.25,29.52,58.557627,61.309076,107.14705
18.06,35,1015.7,0.0,0.0,0.0,0,0,0,495.73,23.0,50.08,25.64,51.84,23.28,50.65,23.76,81.042229,68.366992,279.15245
12.49,49,1015.1,0.0,0.0,100.0,100,100,0,827.7,10.44,360.0,10.08,360.0,9.72,360.0,15.84,16.365904,29.870756,186.17387
31.05,17,1017.5,0.0,0.0,0.0,0,0,0,622.11,6.41,308.16,5.69,304.7,5.19,303.69,9.36,63.909816,60.868862,261.03044
14.3,84,1018.4,0.0,0.0,30.0,100,0,3,73.87,6.76,25.2,7.59,31.43,6.76,25.2,6.12,90.053801,74.248226,73.557087
22.29,37,1012.0,0.0,0.0,100.0,100,100,3,610.54,16.07,15.59,16.74,18.82,15.94,18.43,18.72,49.427489,54.052285,245.62094
30.32,24,1010.3,0.0,0.0,0.0,0,0,0,675.51,16.08,325.95,16.08,325.95,14.88,327.85,20.52,64.598537,56.357258,266.28953
14.32,47,1012.5,0.3,0.0,35.0,0,35,22,207.37,4.39,304.99,2.97,284.04,2.62,285.95,9.72,67.1939,54.875206,271.81878
10.23,95,1012.0,0.0,0.0,24.0,12,24,12,0.0,25.58,166.16,40.61,165.1,27.68,167.23,40.68,82.598959,90.714315,101.22314
17.08,27,1019.4,0.0,0.0,0.0,0,0,0,643.47,8.09,327.72,7.9,329.93,7.41,330.95,11.16,3.9787206,44.165673,180.70723
26.8,31,1012.9,0.0,0.0,10.0,0,10,10,776.97,10.95,207.41,11.44,208.18,10.95,207.41,15.12,16.811749,29.195422,184.3953
26.73,20,1010.8,0.0,0.0,0.0,0,0,0,755.61,12.41,209.54,12.9,210.14,12.24,208.07,17.64,34.894713,47.23177,228.91062
10.77,67,1019.4,0.0,0.0,10.0,10,0,10,457.46,22.33,20.77,24.54,22.43,22.13,21.97,28.8,26.573571,64.904777,201.67983
4.06,76,1017.3,0.0,0.0,85.0,0,82,85,334.64,31.37,170.75,37.88,171.25,30.96,171.3,37.08,29.26884,49.826897,140.47986
14.83,75,1009.8,0.5,0.0,100.0,0,0,100,218.94,6.3,120.96,6.7,126.25,6.19,125.54,7.56,9.221012,51.151217,188.44378
15.76,36,1012.7,0.0,0.0,0.0,0,0,0,604.31,10.23,309.29,9.79,306.03,9.22,308.66,10.08,9.680444,49.923405,168.99408
7.37,81,1014.7,0.1,0.0,100.0,0,0,100,473.48,24.41,322.79,26.71,322.67,23.62,322.43,24.84,30.238099,59.956541,213.55085
20.29,27,1018.1,0.0,0.0,0.0,0,0,0,508.19,11.12,29.05,11.18,33.18,10.69,32.62,13.32,64.615865,69.607733,253.99602
