temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth
1.97,88,1032.9,0.0,0.0,100.0,51,1,100,133.5,5.86,42.51,6.7,53.75,3.89,33.69,14.76,32.767024,65.545625,148.43117
33.04,16,1017.4,0.0,0.0,0.0,0,0,0,706.66,11.99,311.35,11.75,310.03,10.7,312.27,15.12,66.530439,54.30514,271.33854
19.46,29,1017.2,0.0,0.0,100.0,18,100,0,484.16,11.57,354.64,11.54,356.42,10.81,358.09,10.08,33.515572,45.636599,227.65229
15.89,43,1016.4,0.0,0.0,82.0,0,82,0,470.81,24.16,33.45,27.16,34.74,24.36,34.16,23.76,51.58343,69.852468,235.28178
2.06,79,1026.6,0.0,0.0,2.0,0,0,2,5.34,7.65,318.81,13.98,348.11,11.02,321.63,16.92,67.712027,81.14557,112.78302
34.46,14,1016.1,0.0,0.0,0.0,0,0,0,896.23,14.88,212.15,15.99,211.18,14.88,212.15,16.92,41.79125,32.105582,246.55127
12.09,37,1022.3,0.0,0.0,95.0,26,95,0,373.8,21.54,260.38,25.7,258.69,21.32,258.31,31.32,61.055217,83.719925,234.64669
3.59,79,1029.7,0.0,0.0,100.0,58,100,0,3.56,30.93,167.91,45.59,164.43,31.91,168.94,45.36,58.234701,83.10932,128.99023
12.35,62,1015.5,0.0,0.0,15.0,0,10,15,142.4,16.42,296.0,18.2,294.54,15.46,294.78,20.16,74.449637,70.75336,266.98952
8.32,94,1019.4,0.0,0.0,0.0,0,0,0,0.0,4.83,206.57,4.1,195.26,4.21,199.98,3.6,87.22249,82.910886,86.840811
6.84,55,1030.3,0.0,0.0,0.3,1,0,0,302.6,15.68,9.25,19.71,9.46,16.45,10.08,24.12,107.68261,118.31051,215.01532
3.24,97,1023.5,0.0,0.0,49.0,0,0,49,0.0,15.48,358.67,22.46,6.44,16.56,360.0,32.04,68.511117,88.508506,119.48694
26.74,20,1016.8,0.0,0.0,22.0,0,22,0,264.33,8.71,128.29,9.45,130.36,8.94,130.1,10.44,91.730761,75.400676,287.72748
17.58,40,1019.1,0.0,0.0,0.0,0,0,0,755.61,13.68,26.57,13.85,27.9,13.2,25.87,16.2,36.476563,29.638131,123.49461
6.69,51,1011.3,0.0,0.0,27.0,0,0,27,572.27,36.16,347.35,42.72,347.84,36.01,348.47,57.6,44.540618,65.674091,229.11408
31.76,14,1014.9,0.0,0.0,0.0,0,0,0,709.33,26.75,298.98,29.65,299.05,27.11,300.31,26.64,65.773217,54.509579,269.92659
25.19,40,1015.8,0.0,0.0,0.0,0,0,0,884.66,14.24,20.73,14.18,23.96,13.38,23.81,11.16,24.391601,21.365259,183.35136
16.48,49,1009.6,0.0,0.0,100.0,0,0,100,192.24,12.57,246.37,14.65,242.18,13.85,242.1,15.12,91.648609,75.072027,287.97387
14.62,82,1020.1,0.0,0.0,0.0,0,0,0,0.0,15.82,191.82,32.81,183.14,19.21,192.99,20.52,103.31423,91.03513,72.079474
19.73,51,1020.5,0.0,0.0,0.0,0,0,0,256.32,12.62,183.27,14.08,175.6,12.25,178.32,8.64,75.968424,62.195729,82.02327
30.69,14,1012.9,0.0,0.0,0.0,0,0,0,537.56,17.65,320.79,18.39,319.76,16.87,320.19,20.16,78.555942,67.40544,276.40238
17.92,41,1007.5,0.0,0.0,30.0,100,0,0,371.13,27.23,204.19,31.07,206.86,27.38,204.88,27.72,20.534352,41.554881,209.44804
17.0,45,1018.5,0.0,0.0,100.0,100,100,0,413.85,4.02,10.3,3.88,21.8,3.42,18.43,3.96,11.332947,53.06268,170.06783
2.17,68,1024.9,0.0,0.0,100.0,29,100,21,471.7,39.05,161.73,41.1,162.68,37.59,163.3,38.88,10.865273,55.153058,179.29264
2.77,57,1015.7,0.0,0.0,12.0,0,12,0,392.49,25.96,273.18,27.04,273.05,26.3,272.35,32.4,17.105247,61.711725,180.56453
13.86,55,1019.8,0.0,0.0,100.0,0,0,100,260.77,6.85,356.99,6.12,360.0,5.76,360.0,14.4,65.051047,61.875664,261.77712
10.68,60,1024.1,0.0,0.0,23.4,78,5,3,415.63,37.48,343.83,45.15,344.74,37.64,345.03,53.28,38.83238,70.087167,215.92513
11.24,53,1014.6,0.0,0.0,100.0,100,100,0,10.68,7.59,185.44,6.49,199.44,9.75,184.24,5.4,87.604392,79.078225,82.38825
27.04,27,1012.3,0.0,0.0,0.0,0,0,0,831.26,13.68,1.51,13.34,3.09,13.0,4.76,17.64,36.263273,39.346879,234.30841
4.26,73,1029.8,0.0,0.0,0.0,0,0,0,0.0,8.56,194.62,2.04,135.0,12.52,198.43,3.6,69.382817,90.042858,119.91594
17.76,64,1013.8,0.0,0.0,0.0,0,0,0,334.64,12.6,180.0,14.04,180.0,12.96,180.0,12.6,60.456031,57.031463,100.6065
18.1,34,1021.7,0.0,0.0,0.0,0,0,0,735.14,36.49,149.13,42.91,149.78,36.62,149.91,40.68,49.505415,52.728647,246.73864
18.19,50,1016.0,0.0,0.0,0.3,1,0,0,521.54,28.36,171.97,33.0,173.11,29.02,172.87,29.52,37.703988,64.420415,220.34808
9.29,40,1038.3,0.0,0.0,49.0,0,49,0,256.32,2.97,284.04,9.96,310.6,10.23,309.29,5.76,22.67679,64.748514,166.63244
33.75,15,1017.3,0.0,0.0,0.0,0,0,0,908.69,13.09,211.5,13.89,211.22,13.4,210.7,14.76,27.951721,17.899157,186.1567
25.31,23,1010.7,0.0,0.0,10.0,0,10,10,694.2,15.7,306.61,16.08,304.05,14.98,305.22,14.76,36.734719,29.440078,122.96393
15.41,48,1009.7,0.0,0.0,100.0,0,100,0,388.04,16.81,189.87,17.58,190.62,16.45,190.08,17.28,38.259612,28.718454,119.75804
6.96,35,1022.5,0.0,0.0,0.0,0,0,0,762.73,21.76,38.96,23.0,39.92,21.25,38.81,27.0,30.626087,51.517024,220.4804
5.37,85,1032.4,0.3,0.0,100.0,61,100,100,8.01,8.09,200.85,10.95,207.41,7.29,200.22,7.92,56.076454,81.311252,130.22106
4.86,85,1021.7,0.0,0.0,100.0,0,0,100,251.87,13.32,360.0,13.32,360.0,12.6,360.0,16.56,9.0345661,53.142263,179.30886
22.35,27,1016.6,0.0,0.0,100.0,12,0,100,304.38,11.48,48.81,11.81,52.43,11.25,50.19,12.24,64.095371,65.434681,257.10785
8.21,47,1020.1,0.0,0.0,100.0,41,100,0,401.39,18.51,296.57,19.16,295.6,17.23,296.03,17.64,15.911479,53.418924,197.79881
19.91,34,1015.6,0.0,0.0,40.0,100,40,0,520.65,41.05,158.39,50.61,158.73,41.92,159.39,46.8,64.130075,63.353433,259.06825
5.24,71,1033.7,0.0,0.0,43.0,0,43,0,113.03,6.99,348.11,17.11,351.53,9.5,335.38,14.76,33.140946,68.117352,151.04407
23.56,50,1015.6,0.0,0.0,0.0,0,0,0,380.92,11.44,192.72,11.87,194.04,11.37,190.95,12.24,62.39945,53.910899,94.796431
-3.44,92,1016.8,0.0,0.0,100.0,0,0,100,13.35,41.86,310.82,47.37,313.15,41.05,311.8,52.56,46.275239,71.566938,134.21253
23.34,27,1016.7,0.0,0.0,0.0,0,0,0,935.39,16.92,29.29,17.1,30.34,16.12,29.43,14.4,31.676476,25.167166,224.24467
1.99,94,1024.1,0.0,0.0,100.0,0,0,100,0.0,5.99,327.26,6.83,341.57,5.01,338.96,9.72,115.98939,94.712343,57.351956
19.74,48,1014.4,0.0,0.0,0.0,0,0,0,604.31,12.24,360.0,12.62,356.73,12.25,358.32,11.52,48.250613,39.692501,105.90541
6.63,71,1025.7,0.0,0.0,0.6,2,0,0,276.79,20.81,307.27,22.49,309.81,19.73,308.33,30.24,30.221172,56.134103,143.22972
1.07,94,1030.2,0.0,0.0,100.0,0,0,100,0.0,8.12,347.2,9.72,360.0,8.35,352.57,15.84,115.63734,94.603362,57.761944
4.55,72,1030.4,0.0,0.0,0.0,0,0,0,13.35,8.76,189.46,7.07,165.26,11.87,194.04,7.56,55.843238,81.013617,130.23288
5.75,84,1030.5,0.0,0.0,3.0,10,0,0,57.85,5.0,329.74,13.32,358.45,6.03,287.35,19.08,73.577204,75.164996,98.581285
7.28,51,1025.3,0.0,0.0,0.0,0,0,0,679.07,25.05,7.43,26.88,7.7,24.39,8.49,40.32,29.831993,56.220291,216.14862
13.8,64,1022.7,0.0,0.0,100.0,100,100,0,0.0,24.38,163.71,38.02,161.22,25.86,163.84,38.88,114.69992,95.896852,60.601002
20.46,37,1019.0,0.0,0.0,30.0,100,0,0,588.29,10.44,180.0,11.16,180.0,10.81,178.09,10.44,10.313914,52.579236,188.44265
13.78,53,1012.9,0.0,0.0,100.0,19,100,100,125.49,11.16,360.0,11.9,3.47,11.54,3.58,19.08,92.357021,75.550028,288.51647
12.01,74,1030.8,0.0,0.0,100.0,100,100,0,192.24,4.07,225.0,4.61,218.66,3.83,228.81,2.16,40.331962,69.917471,141.49426
18.85,40,1008.8,0.0,0.0,100.0,0,100,4,536.67,29.83,197.56,33.24,197.65,29.38,197.1,28.44,36.071198,57.896294,223.72634
16.4,23,1013.8,0.0,0.0,0.0,0,0,0,669.28,8.91,345.96,8.83,348.23,8.4,350.13,9.72,8.1576963,49.679839,188.39668
13.54,77,1015.6,0.0,0.0,100.0,100,100,0,0.0,1.94,111.8,5.86,10.62,1.14,108.43,5.04,101.50155,94.997075,78.709477
16.14,43,1020.9,0.0,0.0,0.0,0,0,0,76.54,28.17,169.7,39.25,168.9,29.24,170.07,34.2,88.490961,73.082186,74.644305
7.07,74,1021.2,0.0,0.0,100.0,29,100,2,291.92,43.06,185.76,54.58,188.34,43.81,186.13,55.44,22.666963,65.070367,167.46517
19.8,50,1025.5,0.0,0.0,0.0,0,0,0,388.04,17.08,161.57,19.01,161.22,17.42,161.94,18.0,52.37202,74.636146,231.61849
28.67,21,1013.3,0.0,0.0,59.0,0,59,0,596.3,14.15,277.31,13.32,271.55,12.61,271.64,21.6,63.910116,62.479376,259.55071
24.33,30,1019.3,0.0,0.0,0.0,0,0,0,553.58,15.35,39.29,16.3,43.21,15.28,43.09,19.8,80.458149,65.89849,280.94211
23.56,28,1011.0,0.0,0.0,5.4,18,0,0,702.21,14.76,192.68,15.63,194.68,14.76,192.68,17.64,14.609659,37.655085,161.53763
5.97,77,1032.9,0.0,0.0,100.0,100,100,0,106.8,26.44,173.75,37.83,171.79,28.23,174.14,32.04,44.861315,75.07826,140.4601
31.89,11,1020.1,0.0,0.0,37.0,25,37,0,863.3,25.7,232.97,29.3,232.99,26.43,232.19,43.2,40.439821,36.607443,242.31609
32.45,20,1014.1,0.0,0.0,0.0,0,0,0,696.87,14.47,5.71,14.51,7.13,13.85,8.97,16.56,65.905285,54.426695,270.21909
16.12,38,1012.9,0.0,0.0,0.0,0,0,0,813.46,14.02,41.88,14.51,43.99,14.0,43.96,12.96,11.07868,35.245425,183.74193
26.32,35,1015.6,0.0,0.0,0.0,0,0,0,906.91,13.71,23.2,13.68,26.57,13.2,25.87,12.96,29.063631,25.405296,217.80939
2.81,95,1010.8,0.0,0.0,100.0,94,17,100,0.0,7.52,16.7,10.99,31.61,7.29,20.22,12.96,88.610039,88.412045,90.380213
25.38,26,1018.9,0.0,0.0,0.0,0,0,0,927.38,15.73,15.95,15.94,18.43,15.14,18.0,14.4,28.1837,17.757203,187.77991
30.19,24,1015.5,0.0,0.0,10.0,0,10,10,639.91,13.21,342.55,13.1,344.05,12.22,346.37,13.68,64.995246,55.447649,267.78053
12.48,78,1017.8,0.0,0.0,100.0,0,0,100,161.98,13.4,6.17,14.15,7.31,13.4,6.17,16.92,76.202439,65.110045,84.759937
10.88,60,1022.6,0.0,0.0,83.0,0,0,83,225.17,7.07,194.74,8.05,190.3,7.64,188.13,16.2,106.69672,120.23022,215.21543
14.45,24,1030.8,0.0,0.0,0.0,0,0,0,453.01,12.37,351.63,13.56,349.29,12.78,350.27,19.44,43.900624,53.263122,121.78741
12.06,80,1011.2,0.0,0.0,100.0,100,100,0,0.0,6.85,356.99,8.4,350.13,7.56,360.0,14.04,99.913115,94.616014,80.582679
5.08,82,1026.1,0.0,0.0,100.0,0,100,100,145.96,23.66,33.21,28.37,35.71,24.36,34.16,26.28,29.405678,51.34329,141.13835
16.73,47,1018.1,0.0,0.0,0.0,0,0,0,600.75,9.34,27.55,9.83,28.44,9.98,25.64,8.64,47.747068,40.101825,107.04585
14.62,36,1025.3,0.0,0.0,0.0,0,0,0,938.06,25.16,33.92,26.66,34.55,24.66,33.69,26.64,30.884412,26.155911,223.07762
13.41,63,1017.7,0.0,0.0,60.0,5,31,60,453.9,12.07,162.65,13.45,164.48,12.66,165.17,13.68,42.390325,32.570432,247.52386
8.52,73,1014.1,0.1,0.0,40.0,0,0,40,539.34,25.08,320.83,27.89,320.76,24.29,320.41,27.36,44.628559,67.329881,227.67104
9.01,61,1006.9,0.0,0.0,24.0,20,24,10,173.55,19.49,64.86,23.03,65.04,19.64,63.9,18.0,61.344737,68.092415,250.76136
31.22,16,1015.6,0.0,0.0,100.0,100,100,0,540.23,23.11,217.41,25.7,217.03,23.33,218.11,32.04,30.38015,24.125803,219.83452
21.42,73,1014.8,0.0,0.0,64.0,100,64,0,291.03,24.52,183.37,27.8,184.46,24.52,183.37,28.08,58.458126,59.659831,105.85409
26.45,23,1016.5,0.0,0.0,100.0,0,100,1,302.6,15.16,175.91,16.95,176.35,15.88,176.1,14.04,80.951273,66.981729,280.51602
11.15,43,1015.0,0.0,0.0,0.0,0,0,0,607.87,13.36,14.04,13.01,14.42,12.57,13.24,14.76,9.5491853,49.565948,168.85034
7.6,95,1017.0,0.0,0.0,0.0,0,0,0,0.0,14.51,172.87,29.69,165.96,16.7,172.57,26.64,96.255508,99.138466,90.266166
15.5,35,1018.8,0.0,0.0,100.0,100,100,0,0.0,8.15,225.0,16.22,272.54,11.46,223.73,28.44,114.80964,95.256111,59.735232
8.39,63,1024.6,0.0,0.0,0.0,0,0,0,473.48,29.91,357.24,34.93,358.82,30.25,358.64,38.52,18.053071,61.965484,186.4876
1.28,91,998.5,0.3,0.21,100.0,0,0,100,9.79,36.74,318.97,45.73,319.79,35.73,319.09,49.68,46.294625,71.778193,134.41003
6.29,82,1010.9,0.0,0.0,100.0,2,86,100,291.92,15.48,35.54,17.61,40.86,15.63,38.45,18.0,44.028253,56.407617,123.89372
9.24,66,1025.8,0.0,0.0,36.0,23,36,0,546.46,22.73,349.05,23.86,348.69,20.9,349.08,27.36,5.9998092,49.5392,179.63295
10.8,66,1026.3,0.0,0.0,100.0,100,100,0,442.33,23.71,318.08,26.22,315.56,22.92,316.27,28.8,15.308315,51.336816,198.70953
32.07,19,1012.9,0.0,0.0,0.0,0,0,0,380.92,13.14,9.46,13.56,10.71,12.85,11.31,18.0,91.728184,75.690794,287.38957
23.45,38,1017.3,0.0,0.0,0.0,0,0,0,240.3,7.29,237.09,11.28,253.3,6.64,229.4,12.96,76.336269,63.080011,82.402714
15.13,36,1024.8,0.0,0.0,0.0,0,0,0,901.57,24.96,33.23,26.76,33.48,24.66,33.69,25.56,41.344893,35.313116,244.44492
17.93,51,1017.0,0.0,0.0,1.5,5,0,0,567.82,27.19,173.16,30.77,173.96,27.55,173.25,27.36,23.737394,58.253213,205.30341
0.85,73,1028.0,0.0,0.0,28.0,0,0,28,351.55,35.57,158.63,43.45,158.11,34.09,158.31,44.64,18.670376,57.329988,162.04929
16.82,48,1020.4,0.0,0.0,0.0,0,0,0,0.0,14.83,185.57,29.22,176.47,17.67,183.5,11.88,103.24988,91.218072,72.363151
6.62,88,1019.5,0.5,0.0,100.0,0,0,100,56.07,37.1,358.33,46.45,358.67,37.1,358.33,46.8,40.57144,70.364916,141.63474
16.44,51,1015.1,0.0,0.0,10.0,0,0,10,586.51,12.98,183.18,13.34,183.09,12.62,183.27,10.8,9.128571,47.76058,168.05795
23.8,33,1009.6,0.1,0.0,10.0,0,10,10,540.23,17.71,232.43,19.45,231.01,17.88,229.9,23.76,32.747725,23.47457,225.56439
14.44,40,1014.1,0.0,0.0,0.0,0,0,0,532.22,30.28,28.39,34.16,29.0,30.28,28.39,31.68,80.991957,68.903345,278.50138
15.06,34,1025.9,0.0,0.0,0.0,0,0,0,505.52,0.72,270.0,0.72,270.0,0.72,270.0,4.32,14.596189,46.902355,159.86835
25.94,25,1015.7,0.0,0.0,0.0,0,0,0,239.41,13.04,332.02,14.49,333.43,13.36,332.74,11.16,92.465507,76.348101,287.77915
15.45,45,1028.9,0.0,0.0,8.1,27,0,0,474.37,7.52,16.7,7.17,17.53,6.95,21.25,8.28,16.163113,59.203623,171.02706
5.05,95,1033.1,0.0,0.0,100.0,11,0,100,8.01,20.55,176.99,27.55,173.25,21.99,177.18,23.04,56.429247,81.722801,130.15854
26.54,26,1015.6,0.0,0.0,10.0,0,10,10,384.48,7.65,318.81,7.2,323.13,6.7,323.75,7.56,54.312909,44.606905,260.55728
10.17,62,1024.3,0.0,0.0,29.0,0,0,29,412.07,2.55,315.0,3.4,302.01,2.81,309.81,13.68,34.314784,68.278362,210.74723
12.73,33,1032.3,0.0,0.0,0.0,0,0,0,420.97,0.8,26.57,0.51,45.0,0.51,45.0,3.24,19.607994,62.802178,170.49607
22.86,28,1020.8,0.0,0.0,0.0,0,0,0,502.85,5.63,153.43,5.96,154.98,5.63,153.43,5.4,64.666087,69.937315,253.76021
-2.19,86,1013.8,0.0,0.07,100.0,0,0,100,48.06,14.69,281.31,13.08,277.91,11.9,273.47,14.76,33.048672,66.880642,149.5917
10.9,60,1029.6,0.0,0.0,49.0,100,49,0,405.84,19.24,162.58,21.52,162.47,18.79,163.3,18.36,38.340187,71.397949,213.46871
29.51,21,1020.2,0.0,0.0,0.0,0,0,0,914.03,9.78,186.34,9.83,188.43,9.39,184.4,20.16,29.353068,27.908887,220.79398
3.92,95,1016.6,0.0,0.0,79.0,0,0,79,0.0,28.31,172.69,38.97,168.27,28.94,174.29,33.84,88.070884,83.943881,86.671778
17.21,34,1011.4,0.0,0.0,0.0,0,0,0,712.89,15.53,45.94,15.79,46.85,15.28,46.91,15.84,48.182265,54.721943,243.30915
7.49,53,1018.9,0.0,0.0,100.0,0,100,100,275.01,14.49,284.38,14.69,281.31,13.28,282.53,17.28,44.54334,65.9511,228.86004
30.88,18,1018.3,0.0,0.0,0.0,0,0,0,738.7,13.91,291.25,14.46,288.89,13.32,288.92,13.68,38.85477,29.194867,118.56342
-3.84,92,1021.3,0.3,0.28,100.0,2,0,100,18.69,32.56,5.71,36.05,8.62,32.64,6.97,33.12,46.087246,70.172966,133.03046
11.87,87,1018.8,0.0,0.0,2.0,0,2,1,0.0,4.69,32.47,10.95,9.46,4.9,36.03,9.0,103.55348,84.18418,64.221417
18.74,44,1029.4,0.0,0.0,5.4,18,0,0,491.28,8.29,2.49,7.95,5.19,7.59,5.44,8.28,26.034492,63.482339,202.78594
26.88,18,1016.5,0.0,0.0,0.0,0,0,0,852.62,19.26,200.81,19.72,201.41,18.25,202.01,28.44,30.433643,21.00113,144.9033
19.47,44,1023.7,0.0,0.0,0.0,0,0,0,728.91,6.49,160.56,7.17,162.47,6.83,161.57,6.12,33.810102,32.530742,128.72627
12.24,88,1017.2,0.0,0.0,0.0,0,0,0,0.0,6.29,246.37,0.8,206.57,6.15,249.44,3.96,103.18397,83.68181,64.206102
0.71,92,1022.8,0.1,0.0,100.0,58,100,100,0.0,22.61,170.84,31.43,170.11,23.68,171.25,27.72,60.520368,78.363271,120.3212
12.95,61,1031.7,0.0,0.0,0.0,0,0,0,357.78,15.68,170.75,19.0,170.18,17.16,170.34,14.76,26.615948,62.756959,155.21225
19.56,33,1015.7,0.0,0.0,22.0,0,10,22,503.74,3.6,216.87,3.71,209.05,3.55,203.96,4.68,20.401202,47.044366,208.25699
25.83,31,1017.4,0.0,0.0,0.0,0,0,0,557.14,21.87,32.91,24.16,33.45,22.07,33.69,16.56,80.411268,65.847876,280.92496
28.44,21,1015.7,0.0,0.0,100.0,100,100,6,236.74,15.78,214.78,19.77,213.11,17.79,215.94,20.16,29.045419,22.843075,145.94418
23.0,35,1021.5,0.0,0.0,2.7,9,0,0,821.47,27.05,170.04,29.95,170.31,27.05,170.04,25.56,24.84189,25.219441,154.56171
22.36,26,1017.6,0.0,0.0,0.0,0,0,0,727.13,14.76,347.32,14.69,348.69,13.85,351.03,15.48,15.541913,36.624228,160.66689
8.5,82,1008.0,0.0,0.0,100.0,0,100,100,160.2,8.91,46.64,8.91,43.36,8.16,41.42,15.48,6.2301044,40.635972,181.73227
16.96,65,1011.1,0.0,0.0,100.0,100,100,11,221.61,17.67,273.5,22.32,270.0,18.36,271.12,21.6,79.036087,70.286424,274.13981
18.53,59,1012.7,0.0,0.0,0.0,0,0,0,331.97,3.6,360.0,3.62,354.29,3.96,360.0,3.96,60.211463,57.363551,101.26621
0.27,94,1024.2,0.0,0.0,100.0,0,0,100,0.0,6.64,347.47,9.66,26.57,6.52,353.66,27.36,101.81993,84.962307,67.736918
5.88,88,1025.4,0.0,0.0,100.0,0,0,100,120.15,14.18,23.96,16.43,28.81,14.33,25.28,19.8,41.456214,71.807764,141.93653
15.19,66,1010.6,0.0,0.0,100.0,0,15,100,194.02,5.63,116.57,5.62,129.81,5.4,126.87,5.4,7.4062285,48.552708,188.32985
-0.96,92,1027.4,0.0,0.0,100.0,0,0,100,49.84,37.17,315.0,45.31,315.0,38.44,315.38,47.16,45.278953,65.336683,129.51642
27.01,24,1020.9,0.0,0.0,21.0,9,21,0,417.41,22.88,204.15,28.02,205.91,23.69,204.23,30.24,59.767,52.678547,97.755463
14.01,55,1019.7,0.0,0.0,100.0,0,0,100,290.14,11.44,294.15,11.59,295.77,9.98,295.64,17.28,59.011109,55.121519,101.08224
7.64,77,1034.7,0.0,0.0,4.5,15,0,0,145.07,13.28,167.47,22.26,157.17,16.42,164.74,18.72,42.899129,73.623092,141.83274
-2.92,95,1036.6,0.0,0.0,100.0,0,0,100,0.0,11.54,3.58,11.84,19.54,10.8,360.0,16.92,60.366572,76.573783,118.71627
18.72,40,1016.1,0.0,0.0,100.0,100,100,2,445.89,10.95,297.41,10.83,291.45,9.5,294.62,23.76,22.719003,27.663685,156.03167
6.22,60,1022.0,0.0,0.0,100.0,35,100,0,488.61,28.83,164.05,29.87,164.62,29.52,164.44,23.76,59.249843,77.664324,238.5531
12.37,55,1020.4,0.0,0.0,0.0,0,0,0,442.33,5.24,15.95,5.24,15.95,4.9,17.1,9.36,60.816064,51.069912,94.629928
1.86,74,1002.7,0.0,0.07,100.0,0,60,100,194.91,39.46,324.28,46.93,325.94,36.37,324.26,51.48,19.553826,59.71062,196.13685
6.89,18,1032.5,0.0,0.0,56.0,0,56,0,169.1,10.09,182.05,18.36,181.12,10.08,180.0,11.16,41.849188,72.361693,141.97676
27.05,30,1011.9,0.0,0.0,0.0,0,0,0,881.1,18.6,312.65,18.63,311.08,17.58,312.51,26.28,24.6005,21.155733,183.38722
29.17,26,1016.8,0.0,0.0,2.1,7,0,0,423.64,19.96,187.25,22.61,189.16,20.72,187.99,28.44,62.930655,51.669717,91.815283
15.68,49,1013.4,0.0,0.0,7.0,0,0,7,893.56,28.19,24.93,29.95,25.64,27.53,25.56,23.4,24.74639,21.471742,189.77578
4.8,89,1013.3,0.1,0.0,100.0,0,0,100,29.37,28.02,317.08,36.42,317.0,28.27,316.55,33.48,45.762758,68.053223,131.38256
20.6,36,1017.5,0.0,0.0,9.9,33,0,0,733.36,14.9,37.15,15.35,39.29,14.62,38.0,16.56,20.282547,44.688216,208.75537
20.53,62,1017.2,0.0,0.0,0.0,0,0,0,364.9,6.03,17.35,5.82,21.8,5.69,18.43,5.04,61.721611,55.163094,97.005288
17.24,75,1021.0,0.0,0.0,0.0,0,0,0,72.98,11.54,176.42,24.93,162.35,12.25,178.32,19.08,89.932606,73.884222,73.332815
19.69,38,1016.2,0.0,0.0,48.0,100,48,0,356.89,18.88,34.9,20.88,35.88,19.08,35.79,18.72,92.163466,76.943571,286.6544
7.79,73,1021.2,0.0,0.0,100.0,100,100,1,137.06,33.33,190.58,40.88,192.2,33.26,189.97,45.72,48.045288,76.796237,222.55321
27.66,30,1014.5,0.0,0.0,74.0,0,74,74,407.62,15.33,189.46,15.75,190.54,14.92,188.33,20.16,34.546621,35.23102,127.56381
4.75,96,1031.3,0.0,0.0,5.0,0,0,5,0.0,4.1,254.74,17.94,308.48,4.55,198.43,12.24,102.11023,97.085764,79.932079
12.84,84,1012.2,0.3,0.0,87.0,0,87,78,116.59,15.19,148.57,18.36,151.93,15.32,150.42,22.68,38.546952,60.08491,134.52655
11.84,64,1031.7,0.0,0.0,2.1,7,0,0,203.81,5.01,248.96,11.5,290.14,6.12,270.0,9.0,40.450761,70.142995,141.56752
1.42,81,1034.2,0.0,0.0,76.0,0,76,0,2.67,7.07,284.74,14.11,322.25,9.78,276.34,15.12,46.031062,74.690298,138.11256
18.77,56,1011.2,1.4,0.0,100.0,0,100,100,286.58,25.28,197.4,29.5,199.98,25.84,198.69,29.88,38.020355,28.758782,120.26496
19.01,50,1017.1,0.0,0.0,0.0,0,0,0,0.0,8.64,180.0,8.65,163.07,9.06,173.16,6.12,117.50147,94.339169,54.611155
17.14,53,1020.1,0.0,0.0,0.0,0,0,0,63.19,5.45,172.41,0.51,225.0,6.52,173.66,5.4,90.144637,74.659177,73.879245
28.6,32,1015.0,0.0,0.0,0.0,0,0,0,872.2,17.29,211.37,18.17,213.69,17.17,213.02,19.08,22.542595,23.233933,183.285
7.46,76,1032.3,0.2,0.0,100.0,66,100,100,94.34,7.42,202.83,7.75,201.8,7.09,203.96,7.56,42.769416,73.483665,141.86997
22.8,28,1017.5,0.0,0.0,10.0,16,10,0,696.87,27.8,175.54,31.06,175.35,27.8,175.54,24.48,37.544453,28.939009,121.27219
18.85,36,1025.9,0.0,0.0,0.0,0,0,0,559.81,20.15,318.62,22.18,318.29,18.9,319.64,23.04,62.039719,66.784322,252.94112
9.11,89,1024.1,0.0,0.0,78.0,0,78,0,0.0,7.34,348.69,11.93,5.19,9.03,355.43,10.44,116.44578,93.110459,54.797357
6.18,41,1041.2,0.0,0.0,0.0,0,0,0,111.25,5.69,251.57,11.11,294.9,11.75,297.35,9.0,33.120046,68.216158,151.215
17.18,35,1011.7,0.0,0.0,0.0,0,0,0,800.11,16.56,47.64,16.6,49.4,15.82,48.69,16.2,33.689453,45.360719,228.02735
3.58,54,1027.0,0.0,0.0,0.0,0,0,0,420.97,22.51,7.35,22.96,9.02,21.79,7.59,27.0,60.107916,81.737581,235.45124
13.92,80,1017.3,0.0,0.0,0.0,0,0,0,83.66,4.69,237.53,2.81,230.19,4.2,239.04,3.6,89.520936,73.206627,73.199924
18.97,39,1022.1,0.0,0.0,2.4,8,0,0,917.59,18.67,19.13,19.26,20.81,17.78,21.37,18.36,32.86059,23.036206,225.45635
1.72,96,1005.2,0.0,0.0,100.0,0,100,100,0.0,13.28,32.83,18.34,46.59,14.08,32.47,24.48,88.522464,87.785874,89.878916
3.76,63,1017.6,0.0,0.0,100.0,0,38,100,328.41,30.7,309.29,33.19,310.6,29.46,308.55,36.72,18.215367,61.40442,170.85477
32.44,22,1014.9,0.0,0.0,0.0,0,0,0,889.11,15.27,8.13,15.33,9.46,14.92,8.33,14.76,41.038256,32.330601,245.01568
