generated_power_kw
82.954039
471.24194
1512.5823
1730.8477
1772.7464
2676.6376
169.67472
1922.0092
0.81527778
713.43944
509.58389
446.29444
155.41676
1923.9832
272.45337
1235.1475
1904.6986
959.0725
2204.6531
591.59744
4.6546099
1057.7308
256.36194
316.44196
1644.86
1316.8029
2179.011
135.79522
2219.8267
158.36778
197.23395
2649.3127
2097.4108
2350.5334
223.90167
1532.9348
595.615
808.81833
2396.7181
2136.1397
356.45222
2284.9744
671.30361
572.11778
426.59295
438.2545
2281.3451
1542.6034
1102.7219
2197.6939
1205.1518
1907.7325
2184.9475
1294.7433
534.43056
1885.4205
56.975141
1600.4072
1246.8364
1637.6355
952.41383
664.31
111.46311
8.985357
1765.5976
571.63472
2162.8387
112.32333
2558.405
2005.7647
570.92957
1601.8357
72.951568
538.95222
2186.9103
2722.5252
360.7503
1377.0492
1993.7503
235.90556
575.82485
2009.0583
1073.9925
550.26976
27.595278
552.735
157.40306
66.413333
2241.6854
1141.0547
109.07939
208.4094
283.80889
1070.2377
145.8094
2689.2308
1025.1678
490.31112
1346.0059
1309.8467
2228.3088
487.85667
2398.0602
8.1842342
2445.9668
2719.7942
1864.3468
767.66139
1930.9045
2153.0843
83.476596
674.08814
323.59802
1187.0273
29.984722
12.270556
2715.2189
1678.8285
1343.9304
0.36510417
1205.6225
2306.9997
2375.0196
2543.735
692.53553
1150.65
455.64367
573.55889
1232.0136
2389.3406
158.78472
1441.7636
233.65528
0.003846154
487.8004
201.97139
165.9575
272.24847
260.75373
1305.8351
249.46299
21.294167
565.46696
1766.8851
2420.2828
2202.6894
2115.8641
46.585556
512.45361
0.05125
120.28781
2581.0272
1279.0097
509.22694
1817.1036
2501.3443
552.04514
2127.1495
413.49556
444.00333
2795.9993
343.32086
95.71669
1310.2292
2447.3208
539.63972
566.89694
353.79167
213.78389
10.2
2769.6178
932.11444
27.0933
2453.6475
432.1675
1838.0972
411.75982
500.10215
2442.7958
2648.7486
1543.786
14.555346
2736.0958
1086.8819
2560.193
2306.7321
1143.205
70.945052
432.58153
181.56389
487.39034
103.5013
622.10833
39.074215
15.31717
2090.435
2506.0048
2669.6589
1738.5661
2658.3089
2469.4202
2403.8989
605.38972
274.23083
646.49361
1801.6014
2620.885
1239.2248
523.50056
2506.2019
484.93113
1485.1517
238.13972
1662.2218
2128.6253
2464.5279
554.48818
141.09667
96.817667
1601.0428
1.1594203
7.4708333
2650.4673
1116.084
2622.6328
1253.2856
1083.7403
87.292352
1215.9592
2304.7087
133.86937
758.63765
905.77123
9.0694444
2091.4842
1643.3694
214.98889
232.96167
1159.1381
1869.8674
17.447222
453.08195
21.656557
252.90611
2857.5967
2552.4529
2294.7114
368.82639
1114.5098
2447.4033
2133.4811
1510.3475
454.10095
1995.3142
442.30204
364.23754
1694.5157
1861.7097
2471.2245
731.07806
2482.3642
536.80778
614.01856
1770.8722
1018.6906
242.0758
1926.1174
2374.1769
3.6763889
1750.9692
1736.0057
473.17015
2084.9414
2511.6848
2248.7439
115.15371
2090.3642
97.753333
2548.5719
1511.5403
2506.7527
14.523889
357.74893
640.28904
2245.2123
2194.0856
164.875
202.04782
39.105589
1204.198
41.159167
35.704298
167.18444
4.1297112
1077.9411
2140.0965
1115.5947
2445.8871
799.65878
562.38915
0.29310345
2768.1883
2299.9379
463.9205
2331.8964
41.259901
949.23972
571.08265
450.6825
1463.4789
1372.2514
439.05518
251.51667
2767.1597
2595.5184
1302.302
1942.19
240.54478
168.05958
1602.4248
1877.7974
128.36806
2260.9511
555.27081
924.04183
240.32569
262.73611
0.063131313
34.654575
1818.7264
178.17393
1846.9892
718.82787
1936.7731
1252.9331
971.64265
2579.8419
505.58528
126.95306
568.82833
925.16472
388.45904
501.88944
1179.4407
1796.2694
1943.3806
19.44
256.62278
88.496643
1063.8302
2028.7542
2084.4731
1548.2603
2307.6919
1616.4831
2160.7512
469.48361
1622.7733
2443.0534
2193.7681
42.4
9.7655556
1878.7339
1441.6025
1740.2599
223.08861
1079.5974
193.9975
919.99007
2556.4758
267.32485
392.30528
2412.5314
2622.2036
1737.1549
523.03361
392.18089
2354.0347
7.4369697
372.01633
532.01389
1495.2006
1129.7692
5.4338798
2522.2417
2436.7275
8.5900585
0.28582226
101.35972
2193.5643
158.79974
408.28072
3.1540678
426.6125
365.32374
2253.9906
0.0125
53.095278
1055.675
494.62806
1233.1646
33.350815
427.30444
47.742359
665.51778
614.21553
589.25689
2582.9049
399.22861
176.33224
455.77683
1871.3233
237.54278
225.22591
745.79267
1371.9026
1418.3475
1613.4406
1250.1411
1749.2973
2350.7147
1222.9206
0.28138889
1178.49
272.77528
2344.2938
750.27137
2462.948
149.70222
10.096774
2594.6142
1779.1206
2205.045
24.40122
2019.5456
2006.4703
521.22583
661.30815
1457.4705
594.15389
1015.2933
507.36284
469.48639
413.93294
2564.0957
2166.2443
2051.5311
1386.0344
2455.1733
2386.7665
2460.5933
2610.7439
364.63889
2432.4719
290.58443
313.16457
300.63806
949.66167
2190.4372
2617.3262
2123.1317
69.918553
2176.6919
1687.5526
970.91713
2247.3027
551.04878
368.78828
1580.3163
2632.0703
134.7186
1250.67
1896.3661
2382.7506
1299.1597
1143.4583
984.0998
436.09806
261.69984
1821.4807
1676.4511
2694.2201
126.05724
1030.0652
0.33142077
397.05222
1897.8165
501.22695
498.52909
2082.9414
2212.9796
1312.4512
29.267865
847.23539
2548.8546
189.80922
2574.693
32.780833
2220.2405
934.46083
496.71222
860.99194
2493.9403
370.65444
2383.8486
1156.2622
44.813056
1808.038
2386.9821
591.67188
5.8469444
1409.7167
426.72861
2130.2683
0.31190476
498.1537
1733.7934
213.84062
2043.9733
1356.4026
16.017406
14.99246
1207.33
2400.9521
2098.9036
2171.4181
291.2175
2151.1401
2272.63
1688.3303
1605.1181
1857.439
1692.5527
1179.3527
1852.0908
104.29291
60.467734
1384.3792
2018.1533
933.39628
706.18708
554.47679
125.9345
34.047386
0.64190476
38.398032
2637.6611
1554.0867
42.441365
1802.4175
2054.1839
1895.3119
14.595123
1104.8934
201.59944
362.05992
2453.5392
1316.1909
1.733642
899.89639
2406.8467
713.35139
1133.0222
780.36639
820.52917
2818.3444
559.78722
44.855
2940.5742
1596.1809
2568.7744
18.137215
641.87458
75.061111
374.29917
1601.2917
56.349652
899.45487
2520.9164
144.27853
2399.9681
1249.0342
1191.2775
2262.4527
1674.4592
409.17583
1133.3865
2171.5436
2220.5767
1721.9253
2716.8042
1566.4214
1786.6067
2484.5189
11.048742
123.13811
213.53037
539.84028
1779.6742
70.455833
1158.1569
1720.9058
40.214319
1088.2048
0.85942029
423.013
25.198679
165.62544
0.86238095
2578.2922
2151.0257
594.67845
2502.17
0.034722222
47.984167
1143.9564
14.96032
487.93806
399.26806
1798.4442
1463.1401
407.97437
179.49018
489.34417
1827.1442
516.58973
1655.2028
2090.5022
293.04333
2456.0311
2368.7947
322.64611
1792.7756
2742.1568
606.67472
325.59282
136.06338
1133.0727
987.39323
2133.7886
1684.0058
1516.1773
2330.2408
4.4325137
2293.7316
2016.125
35.513506
1506.1077
897.60474
2689.2852
1.4114583
904.55361
2.4302326
2115.8841
1493.7461
2679.2458
64.233889
561.03356
300.97901
12.891445
480.18018
34.655278
2680.6229
1537.6594
1357.6467
571.91245
2852.2145
2307.3971
93.382289
